110.00, 444, 13.77, 18.57, 26.19, 0.75, NONE, 0.00
110.00, 446, 22.01, 17.98, 30.23, 0.75, NONE, 0.00
110.00, 447, 23.00, 16.26, 23.49, 0.75, NONE, 0.00
110.00, 448, 16.89, 21.19, 29.90, 0.75, NONE, 0.00
110.00, 466, 25.74, 13.14, 27.29, 0.74, NONE, 0.00
110.00, 467, 24.60, 13.56, 21.66, 0.74, NONE, 0.00
110.00, 468, 24.55, 11.41, 31.18, 0.74, NONE, 0.00
110.00, 470, 19.86, 14.83, 28.54, 0.74, NONE, 0.00
110.00, 471, 21.86, 12.16, 23.32, 0.74, NONE, 0.00
110.00, 472, 23.85, 10.68, 26.40, 0.74, NONE, 0.00
110.00, 473, 27.39, 12.85, 28.47, 0.74, NONE, 0.00
110.00, 474, 18.78, 12.36, 26.88, 0.74, NONE, 0.00
110.00, 475, 26.56, 11.31, 21.14, 0.74, NONE, 0.00
110.00, 477, 28.07, 11.34, 22.30, 0.74, NONE, 0.00
110.00, 478, 20.38, 16.93, 32.59, 0.74, NONE, 0.00
110.00, 479, 26.50, 10.87, 23.93, 0.74, NONE, 0.00
110.00, 480, 19.73, 11.25, 26.76, 0.74, NONE, 0.00
110.00, 492, 17.51, 22.61, 31.07, 0.73, NONE, 0.00
110.00, 498, 14.66, 19.81, 14.96, 0.72, NONE, 0.00
110.00, 499, 14.57, 18.46, 15.89, 0.72, NONE, 0.00
110.00, 500, 19.58, 21.22, 10.31, 0.72, NONE, 0.00
110.00, 501, 12.46, 18.61, 15.53, 0.72, NONE, 0.00
110.00, 502, 17.86, 22.25, 12.91, 0.72, NONE, 0.00
110.00, 503, 17.28, 16.74, 17.89, 0.72, NONE, 0.00
110.00, 505, 11.00, 22.09, 22.82, 0.72, NONE, 0.00
110.00, 506, 13.36, 20.51, 11.76, 0.72, NONE, 0.00
110.00, 507, 11.75, 22.38, 22.35, 0.72, NONE, 0.00
110.00, 508, 13.84, 22.20, 10.53, 0.72, NONE, 0.00
110.00, 509, 15.21, 14.94, 20.77, 0.72, NONE, 0.00
110.00, 511, 16.12, 16.89, 16.33, 0.72, NONE, 0.00
110.00, 512, 18.70, 21.10, 12.06, 0.72, NONE, 0.00
110.00, 517, 26.61, 18.37, 25.01, 0.70, NONE, 0.00
110.00, 518, 28.09, 21.63, 18.59, 0.70, NONE, 0.00
110.00, 519, 27.56, 17.92, 23.16, 0.70, NONE, 0.00
110.00, 521, 26.40, 19.47, 27.68, 0.70, NONE, 0.00
110.00, 523, 31.08, 19.40, 24.15, 0.70, NONE, 0.00
110.00, 525, 30.95, 21.88, 23.14, 0.70, NONE, 0.00
110.00, 526, 32.25, 22.92, 21.43, 0.70, NONE, 0.00
110.00, 527, 23.58, 17.04, 23.97, 0.70, NONE, 0.00
110.00, 546, 19.30, 13.05, 33.15, 0.70, NONE, 0.00
110.00, 548, 16.55, 10.99, 22.91, 0.70, NONE, 0.00
110.00, 550, 13.39, 15.80, 28.37, 0.70, NONE, 0.00
110.00, 554, 12.63, 13.65, 29.97, 0.70, NONE, 0.00
110.00, 556, 15.54, 11.22, 23.47, 0.70, NONE, 0.00
110.00, 558, 15.22, 17.58, 32.29, 0.70, NONE, 0.00
110.00, 560, 11.50, 14.12, 24.98, 0.70, NONE, 0.00
110.00, 562, 14.94, 16.38, 29.11, 0.70, NONE, 0.00
110.00, 564, 14.64, 15.60, 26.71, 0.70, NONE, 0.00
110.00, 566, 17.41, 17.88, 31.96, 0.70, NONE, 0.00
110.00, 568, 11.30, 11.51, 26.92, 0.70, NONE, 0.00
